0,0.0,0.5,1.0,1.5,2.0,4.0,12.0,32.0,52.0,72.0,84.0,96.0,108.0,115.0
 beta-alanyl-dopamine hydrolase activity,,,,,,,,,,,,,,
 beta-alanyl-histamine hydrolase activity,,,,,,,,,,,,,,
 coenzyme F390-A hydrolase activity,,,,,,,,,,,,,,
 coenzyme F390-G hydrolase activity,,,,,,,,,,,,,,
 cytosine C-5 DNA demethylase activity,,,,,,,,,,,,,,
 deacetylase activity,3.9129999999999994,2.8610000000000007,3.3000000000000003,4.391,4.1530000000000005,6.157,42.692,11.768999999999997,7.067000000000001,3.0340000000000003,2.3369999999999997,4.718000000000001,6.779000000000002,2.2960000000000003
 deaminase activity,12.23500000000001,19.17299999999999,24.503999999999994,41.87799999999999,53.98199999999998,62.136999999999986,48.16500000000004,49.326,32.335999999999984,16.52599999999999,30.638999999999985,20.37299999999999,16.717000000000002,7.230000000000003
 GPI-anchor transamidase activity,,,,,,,,,,,,,,
" hydrolase activity, acting on acid anhydrides",6.5070000000000014,17.479000000000006,24.312,27.874999999999996,13.118000000000004,23.846,26.272000000000006,19.224,26.237000000000002,12.912,13.703999999999999,10.908000000000001,9.152999999999997,4.068
" hydrolase activity, acting on acid carbon-carbon bonds",,,,,,,,,,,,,,
" hydrolase activity, acting on acid carbon-phosphorus bonds",,,,,,,,,,,,,,
" hydrolase activity, acting on acid halide bonds",,,,,,,,,,,,,,
" hydrolase activity, acting on acid phosphorus-nitrogen bonds",,,,,,,,,,,,,,
" hydrolase activity, acting on acid sulfur-nitrogen bonds",,,,,,,,,,,,,,
" hydrolase activity, acting on acid sulfur-sulfur bonds",,,,,,,,,,,,,,
" hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",126.56100000000025,192.69799999999984,322.5230000000009,425.39100000000013,820.0249999999997,638.7999999999993,3031.8329999999974,315.49000000000046,343.5660000000001,226.07199999999995,257.40899999999965,227.1979999999997,203.14900000000011,110.56099999999985
" hydrolase activity, acting on carbon-sulfur bonds",,,,,,,,,,,,,,
" hydrolase activity, acting on ester bonds",10.680999999999997,26.072,45.61800000000001,64.08,51.944,72.07699999999998,122.78000000000004,55.44400000000003,38.36999999999999,17.345000000000002,22.153,19.399000000000004,17.515000000000008,15.127000000000008
" hydrolase activity, acting on ether bonds",,,,,,,,,,,,,,
 negative regulation of hydrolase activity,0.0,0.0,0.0,0.05,0.0,0.179,0.77,0.10099999999999999,0.04,1.716,0.555,0.32700000000000007,0.33299999999999996,0.137
 palmitoyl hydrolase activity,,,,,,,,,,,,,,
 peptidase activity,205.7760000000002,368.1850000000003,699.1129999999995,895.6610000000007,2565.651999999999,1033.9390000000003,1027.708,594.0510000000007,576.3749999999989,392.29200000000054,499.71599999999944,409.99799999999965,362.5560000000001,176.631
 positive regulation of hydrolase activity,3.1690000000000005,10.745000000000001,8.389,12.895999999999997,7.533,11.994,13.001999999999999,7.198999999999999,11.183,2.748,3.034,4.337,2.35,1.027
 regulation of hydrolase activity,,,,,,,,,,,,,,
 ubiquitinyl hydrolase activity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62,0.0,0.0,0.0,0.0,0.0
" hydrolase activity, acting on glycosyl bonds",344.47499999999985,335.67000000000104,334.2310000000005,344.3189999999998,271.4029999999997,319.75899999999984,998.2860000000021,544.2519999999982,661.0859999999999,584.5670000000003,599.6709999999986,510.7089999999997,500.27799999999985,335.42499999999956
" hydrolase activity, hydrolyzing N-glycosyl compounds",17.198999999999995,40.54100000000001,52.05800000000003,66.51899999999999,48.17700000000001,79.53600000000002,95.609,66.34300000000002,49.127999999999965,28.891000000000012,34.025000000000034,27.243000000000013,28.033999999999995,16.577000000000012
" hydrolase activity, hydrolyzing O-glycosyl compounds",61.85699999999994,138.99599999999992,225.5840000000004,330.6469999999994,1297.7910000000008,848.5829999999984,455.1169999999997,204.83199999999997,139.37100000000004,85.56899999999996,86.61200000000005,77.87200000000001,74.16600000000003,45.38000000000001
" 2,6-beta-fructan 6-levanbiohydrolase activity",,,,,,,,,,,,,,
 2-acetamido-4-O-(2-amino-2-deoxy-beta-D-glucopyranosyl)-2-deoxy-D-glucose exo-beta-D-glucosaminidase activity,,,,,,,,,,,,,,
 2-phenylethyl 6-O-beta-D-xylopyranosyl-beta-D-glucopyranoside glucosidase (Yabukita) activity,,,,,,,,,,,,,,
 3-deoxy-2-octulosonidase activity,,,,,,,,,,,,,,
 3-deoxyoctulosonase activity,,,,,,,,,,,,,,
 4-alpha-D-(1->4)-alpha-D-glucanotrehalose trehalohydrolase activity,6.705,17.28,31.097,42.16399999999999,32.294999999999995,24.810000000000002,19.791000000000004,26.198,16.191000000000003,13.816999999999998,12.415,12.426,7.652999999999999,7.448999999999998
 6-O-methyl-deacetylisoipecoside beta-glucosidase activity,,,,,,,,,,,,,,
 [protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine O-N-acetyl-alpha-D-glucosaminase activity,4.219999999999999,10.523999999999997,9.973,11.682000000000002,44.331,13.642999999999997,57.846999999999994,19.353,6.660000000000001,10.928999999999998,11.815000000000005,4.169000000000001,4.674999999999999,0.7840000000000003
 [protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine/L-threonine O-N-acetyl-alpha-D-glucosaminase activity,4.219999999999999,10.523999999999997,9.973,11.682000000000002,44.331,13.642999999999997,57.846999999999994,19.353,6.660000000000001,10.928999999999998,11.815000000000005,4.169000000000001,4.674999999999999,0.7840000000000003
 [protein]-3-O-(N-acetyl-D-glucosaminyl)-L-threonine O-N-acetyl-alpha-D-glucosaminase activity,4.219999999999999,10.523999999999997,9.973,11.682000000000002,44.331,13.642999999999997,57.846999999999994,19.353,6.660000000000001,10.928999999999998,11.815000000000005,4.169000000000001,4.674999999999999,0.7840000000000003
 acyl-glucuronidase activity,,,,,,,,,,,,,,
 alpha-agarase activity,1.6880000000000002,1.475,5.449,1.703,2.3449999999999998,1.587,4.571,5.57,7.449000000000001,5.452,3.894,2.155,1.946,0.8029999999999999
 alpha-amylase activity (releasing maltohexaose),75.97799999999998,157.8869999999998,188.3180000000002,216.08299999999994,458.18199999999985,242.45300000000003,221.48399999999992,220.27099999999976,187.09100000000007,94.0259999999999,120.6310000000001,92.842,87.20999999999988,47.90600000000003
 alpha-D-xyloside xylohydrolase,4.281000000000001,4.451999999999997,2.4480000000000004,8.773,22.913999999999998,13.724000000000002,79.26299999999999,37.71500000000002,12.201000000000008,3.142999999999999,4.655,8.681999999999999,4.812000000000002,1.8309999999999995
 alpha-glucuronidase activity,1.198,1.7579999999999998,3.516,6.915,13.01,3.7410000000000005,7.002,1.4509999999999998,2.3280000000000003,0.972,1.395,0.863,0.692,2.856
 alpha-L-arabinofuranosidase activity,12.424999999999995,39.20699999999997,145.23300000000006,206.07099999999986,617.3940000000008,383.23600000000005,262.552,140.17600000000004,85.444,50.07499999999996,34.04500000000001,35.40400000000002,30.051000000000027,10.765000000000008
 alpha-L-rhamnosidase activity,,,,,,,,,,,,,,
 alpha-neoagaro-oligosaccharide hydrolase activity,,,,,,,,,,,,,,
 alpha-sialidase activity,,,,,,,,,,,,,,
 amylase activity,,,,,,,,,,,,,,
 amylopectin maltohydrolase activity,0.049,0.46199999999999997,0.504,0.16399999999999998,0.28200000000000003,0.525,4.825,0.881,0.9790000000000001,0.16699999999999998,0.5630000000000001,1.408,2.3059999999999996,1.45
" arabinan endo-1,5-alpha-L-arabinosidase activity",0.7959999999999998,2.649,3.648000000000001,7.079999999999999,11.784,8.975,21.447000000000003,7.129,7.205000000000002,2.292,2.8739999999999997,1.4100000000000001,8.680000000000001,0.656
 baicalin beta-D-glucuronidase activity,,,,,,,,,,,,,,
 beta-6-sulfate-N-acetylglucosaminidase activity,,,,,,,,,,,,,,
 beta-agarase activity,0.07400000000000001,0.28200000000000003,0.516,0.48,0.163,0.053,2.273,2.71,1.206,1.733,1.1540000000000001,1.046,1.211,0.317
 beta-D-fucosidase activity,,,,,,,,,,,,,,
 beta-fructofuranosidase activity,0.257,3.92,3.684,4.455,22.739,11.764999999999999,4.4399999999999995,4.470999999999999,3.292,1.9080000000000001,1.5030000000000001,0.918,0.762,0.28600000000000003
 beta-galactofuranosidase activity,,,,,,,,,,,,,,
 beta-glucanase activity,,,,,,,,,,,,,,
 beta-glucuronidase activity,0.122,0.45100000000000007,2.088,1.665,2.192,4.717,3.3230000000000004,12.984000000000002,3.8979999999999997,2.748,2.426,4.972,0.9120000000000001,0.063
 beta-L-arabinofuranosidase activity,5.280999999999998,29.427000000000003,83.75199999999998,137.90800000000002,76.12499999999999,91.45600000000002,127.63800000000005,31.193999999999992,23.03200000000003,9.602000000000006,12.366999999999994,7.578999999999994,6.188999999999996,2.094999999999999
 beta-L-arabinosidase activity,,,,,,,,,,,,,,
 beta-L-rhamnosidase activity,,,,,,,,,,,,,,
 beta-primeverosidase activity,,,,,,,,,,,,,,
 cellulase activity,49.95699999999997,68.06,101.001,108.20199999999997,79.64199999999995,89.84899999999999,159.7229999999999,116.00400000000002,105.86600000000006,64.62999999999997,70.65899999999998,58.416000000000054,46.255999999999965,30.08900000000002
" cellulose 1,4-beta-cellobiosidase activity",28.822000000000003,27.17,29.163000000000004,30.263999999999996,18.379,22.574,26.414,24.759000000000004,28.479999999999997,18.095000000000002,22.608,18.16,21.595,12.918
" cellulose 1,4-beta-cellobiosidase activity (reducing end)",,,,,,,,,,,,,,
 chitinase activity,7.681000000000003,19.455000000000002,31.48899999999998,29.993999999999996,21.90899999999999,32.843,65.01599999999996,48.29800000000002,51.611000000000004,20.329000000000008,28.36199999999999,18.177999999999983,18.397000000000023,8.284999999999993
 chitosanase activity,0.244,0.292,1.056,1.54,2.69,2.73,7.396,3.4560000000000004,0.6459999999999999,0.28,0.214,0.272,0.17600000000000002,0.126
" cyanidin 3,5-diglucoside glucosidase activity",,,,,,,,,,,,,,
" cyanidin 3,7-diglucoside glucosidase activity",,,,,,,,,,,,,,
 cyclomaltodextrinase activity,7.548,8.013000000000002,35.271999999999984,138.31099999999998,607.3819999999997,39.785999999999994,17.175000000000008,11.747999999999998,10.343000000000002,8.645,8.417,9.850999999999999,9.964000000000002,4.003
" d-4,5 unsaturated beta-glucuronyl hydrolase activity",,,,,,,,,,,,,,
 dalcochinase activity,,,,,,,,,,,,,,
" dextran 1,6-alpha-isomaltotriosidase activity",,,,,,,,,,,,,,
 dextranase activity,,,,,,,,,,,,,,
 difructose-anhydride synthase activity,,,,,,,,,,,,,,
 dihydroceramidase activity,0.098,0.192,0.312,0.45399999999999996,0.195,0.483,0.526,0.52,0.744,0.648,0.456,0.17300000000000001,0.272,0.011000000000000001
 DIMBOA glucoside beta-D-glucosidase activity,,,,,,,,,,,,,,
" endo-1,3-alpha-L-rhamnosidase activity",,,,,,,,,,,,,,
 endo-xylogalacturonan hydrolase activity,,,,,,,,,,,,,,
